lineage,precision,recall,f1_score,support
B.1.160.29,0.9547000000000001,0.9833000000000001,0.9663999999999999,57
B.1.160.30,0.6229,0.74,0.6681,42
B.1.160.31,0.9667,0.9800000000000001,0.9689,45
B.1.160.32,0.8021999999999998,0.75,0.7454000000000001,40
B.1.160.33,0.7584,0.8167,0.7757,26
B.1.160.7,0.9818,0.9818,0.9813000000000001,106
B.1.160.8,0.9923,0.9742000000000001,0.9821,114
B.1.160.9,0.975,0.9800000000000001,0.9746,51
B.1.161,1.0,1.0,1.0,19
B.1.162,0.9833000000000001,0.9800000000000001,0.9798,50
B.1.163,0.95,1.0,0.9667,17
B.1.164,1.0,0.9,0.9334,20
B.1.165,1.0,1.0,1.0,9
B.1.166,0.805,0.8833,0.8307,36
B.1.167,0.9,0.9,0.9,10
B.1.168,0.7975714285714286,1.0,0.8428571428571429,7
B.1.169,0.7308999999999999,0.6666999999999998,0.6731,55
B.1.170,0.9667,0.9000999999999999,0.9199999999999999,25
B.1.173,1.0,1.0,1.0,9
B.1.177,0.9824999999999999,0.986,0.9843,19055
B.1.177.10,0.9846999999999999,0.9922000000000001,0.9884000000000001,382
B.1.177.11,0.9808999999999999,0.9799,0.9801,150
B.1.177.12,0.9945,0.9933,0.9938,879
B.1.177.14,0.8949999999999999,1.0,0.9357,29
B.1.177.15,0.9807,0.9753000000000001,0.9777000000000001,364
B.1.177.16,0.9875,0.9853,0.9862,476
B.1.177.17,0.9856999999999999,0.9806999999999999,0.9829999999999999,411
B.1.177.18,0.9917,0.9864,0.9884000000000001,216
B.1.177.19,1.0,0.9882,0.994,165
B.1.177.2,0.9800000000000001,1.0,0.9894000000000001,86
B.1.177.20,1.0,0.9946999999999999,0.9972999999999999,192
B.1.177.21,0.9905999999999999,0.9865,0.9886000000000001,1819
B.1.177.23,0.9242000000000001,0.8934000000000001,0.9067999999999999,93
B.1.177.24,0.9908999999999999,0.9908999999999999,0.9904,106
B.1.177.25,1.0,1.0,1.0,4
B.1.177.26,1.0,1.0,1.0,32
B.1.177.27,0.9667,1.0,0.9800000000000001,14
B.1.177.28,1.0,1.0,1.0,24
B.1.177.3,1.0,1.0,1.0,39
B.1.177.30,1.0,0.9571000000000002,0.9756,69
B.1.177.31,0.7666999999999999,0.7834,0.7505,28
B.1.177.32,1.0,0.9769,0.9876999999999999,133
B.1.177.33,0.9780000000000001,0.984,0.9803000000000001,124
B.1.177.34,0.8571428571428571,0.8571428571428571,0.8571428571428571,7
B.1.177.35,0.9612999999999999,0.9788,0.9690999999999999,191
B.1.177.36,0.9167,0.95,0.9134,20
B.1.177.37,0.8,0.85,0.8000999999999999,12
B.1.177.38,0.975,0.975,0.975,33
B.1.177.39,0.9667,1.0,0.9800000000000001,16
B.1.177.4,0.9981,0.9962,0.9973000000000001,1568
B.1.177.40,0.9522999999999999,0.9,0.9090000000000001,52
B.1.177.41,1.0,0.925,0.9523999999999999,40
B.1.177.42,0.985,0.943,0.9617999999999999,139
B.1.177.43,0.9334000000000001,0.959,0.9430999999999999,128
B.1.177.44,0.969,0.9394,0.9526000000000001,476
B.1.177.45,0.9862,0.983,0.9843,354
B.1.177.46,1.0,0.95,0.9667,19
B.1.177.47,0.9667,1.0,0.9800000000000001,17
B.1.177.48,0.9700000000000001,0.9667,0.9663999999999999,89
B.1.177.49,0.9,0.9,0.9,9
B.1.177.5,0.9917999999999999,0.9916,0.9917,241
B.1.177.50,0.9013000000000002,0.8565999999999999,0.8652000000000001,54
B.1.177.51,0.9833000000000001,0.96,0.9687000000000001,53
B.1.177.52,0.99,0.9794,0.9846,192
B.1.177.53,0.9507,0.9430999999999999,0.9446,87
B.1.177.54,0.9920000000000002,0.9857000000000001,0.9887,486
B.1.177.55,1.0,0.9538,0.975,130
B.1.177.56,0.9709,0.9934,0.9816999999999998,457
B.1.177.57,0.9937999999999999,0.9919,0.993,1128
B.1.177.58,0.9957,0.9870999999999999,0.9913000000000001,235
B.1.177.59,0.9,0.9,0.9,10
B.1.177.6,0.9394,0.9654,0.9511,230
B.1.177.60,0.9757000000000001,0.9795,0.9771000000000001,389
B.1.177.61,1.0,1.0,1.0,10
B.1.177.62,1.0,0.9433,0.9687000000000001,52
B.1.177.63,0.9667,0.9763999999999999,0.9697000000000001,81
B.1.177.65,0.9782,0.9798,0.9785999999999999,348
B.1.177.66,0.9,1.0,0.9334,12
B.1.177.67,1.0,0.9667,0.9800000000000001,25
B.1.177.68,1.0,1.0,1.0,9
B.1.177.69,0.9875,0.9725000000000001,0.9788,143
B.1.177.7,0.9924,0.9917,0.9919999999999998,1334
B.1.177.70,1.0,0.95,0.9667,21
B.1.177.71,1.0,1.0,1.0,22
B.1.177.72,0.9800000000000001,0.9888999999999999,0.9834999999999999,93
B.1.177.73,0.9907,0.9902,0.9903000000000001,208
B.1.177.74,1.0,0.95,0.9667,18
B.1.177.75,0.9470000000000001,0.9732,0.9583999999999999,150
B.1.177.76,0.9667,0.85,0.8998999999999999,39
B.1.177.77,0.9814,0.9771000000000001,0.9789,263
B.1.177.78,1.0,1.0,1.0,15
B.1.177.8,0.9928000000000001,0.9924999999999999,0.9925,402
B.1.177.80,1.0,1.0,1.0,23
B.1.177.81,0.9914,0.9869,0.9891,681
B.1.177.82,0.985,0.9814,0.9823000000000001,166
B.1.177.83,0.9639,0.9375,0.9489999999999998,80
B.1.177.84,0.9347,0.975,0.9488000000000001,48
B.1.177.85,1.0,0.9800000000000001,0.9888999999999999,53
B.1.177.86,0.9768999999999999,0.9677,0.9718,340
B.1.177.87,0.9898999999999999,0.9822999999999998,0.9860000000000001,396
B.1.177.88,0.9,1.0,0.9334,5
B.1.177.89,0.7666999999999999,0.7,0.6768,22
B.1.177.9,0.9802,0.9696999999999999,0.9744999999999999,199
B.1.178,0.85,0.9,0.8667,14
B.1.179,0.9118,1.0,0.9511000000000001,55
B.1.180,1.0,1.0,1.0,15
B.1.181,0.9667,1.0,0.9800000000000001,16
B.1.182,1.0,0.975,0.9856999999999999,41
B.1.184,0.41669999999999996,0.5,0.4467,14
B.1.187,0.9,0.8,0.8333999999999999,12
B.1.188,1.0,0.95,0.9667,18
B.1.189,0.95,0.9399999999999998,0.9348000000000001,45
B.1.190,0.9167,0.9667,0.9314,27
B.1.192,0.9875,0.9875,0.9865999999999999,74
B.1.194,0.6833,0.8,0.7167,11
B.1.195,0.829,0.8800000000000001,0.8369,56
B.1.198,0.8333333333333334,0.8333333333333334,0.8333333333333334,6
B.1.199,0.8678000000000001,0.9233,0.8751,56
B.1.2,0.9853999999999999,0.9883000000000001,0.9866999999999999,13357
B.1.201,0.9528000000000001,0.9714,0.9587,70
B.1.203,0.55,0.6,0.5667,9
B.1.205,1.0,0.95,0.9667,14
B.1.206,0.9423999999999999,0.9582,0.9482000000000002,357
B.1.208,0.8667,0.9,0.8800000000000001,12
B.1.210,0.9227000000000001,0.9385999999999999,0.9259999999999999,195
B.1.211,0.95,1.0,0.9667,13
B.1.212,0.8667,0.9,0.8800000000000001,22
B.1.213,0.9417,0.9334,0.9324,33
B.1.214,0.9667,0.8667,0.8980999999999998,39
B.1.214.1,1.0,0.95,0.9667,18
B.1.214.2,0.9902,0.9902,0.9902000000000001,201
B.1.214.3,0.9800000000000001,0.925,0.9413,40
B.1.214.4,0.9667,1.0,0.9800000000000001,15
B.1.215,0.96,1.0,0.9778,35
B.1.218,1.0,0.9856999999999999,0.9923,67
B.1.219,1.0,1.0,1.0,34
B.1.22,1.0,0.992,0.9960000000000001,245
B.1.22.1,0.9667,0.9,0.9134,19
B.1.220,0.95,1.0,0.9714,30
B.1.221,0.9881,0.9888,0.9884000000000001,2503
B.1.221.1,1.0,0.9917,0.9957,126
B.1.221.2,1.0,0.95,0.9667,22
B.1.221.3,0.9946999999999999,0.9882,0.9913000000000001,172
B.1.221.4,0.9714,1.0,0.9833000000000001,45
B.1.222,0.8764000000000001,0.9461,0.9066000000000001,130
B.1.223,0.9315000000000001,0.9431,0.9312000000000001,87
B.1.224,0.8167,0.85,0.8134,16
B.1.225,0.8,0.9,0.8333999999999999,14
B.1.227,1.0,1.0,1.0,13
B.1.229,0.875,0.7416,0.7814,31
B.1.23,1.0,0.9667,0.9800000000000001,34
B.1.231,0.8333333333333334,0.8888888888888888,0.8518888888888889,9
B.1.232,0.9853,0.9777999999999999,0.9812999999999998,269
B.1.233,1.0,1.0,1.0,21
B.1.234,0.9798,0.9793000000000001,0.9793000000000001,1014
B.1.235,0.9795999999999999,0.9615,0.9689,130
B.1.236,0.9690999999999999,0.9433,0.9555,159
B.1.237,0.9468,0.9123000000000001,0.9263999999999999,92
B.1.238,1.0,0.9,0.9334,19
B.1.239,0.8731,0.9198999999999999,0.8896000000000001,127
B.1.240,0.9754999999999999,0.9736,0.9743,831
B.1.240.1,1.0,1.0,1.0,13
B.1.240.2,1.0,1.0,1.0,14
B.1.241,0.9493,0.9632999999999999,0.9550000000000001,219
B.1.242,1.0,1.0,1.0,17
B.1.243,0.9810000000000001,0.9860999999999999,0.9836,2132
B.1.243.1,1.0,1.0,1.0,12
B.1.243.2,1.0,1.0,1.0,36
B.1.245,0.8,0.8,0.8,10
B.1.247,0.6683,0.5665000000000001,0.5507000000000001,30
B.1.248,0.9,0.95,0.9000999999999999,15
B.1.250,1.0,1.0,1.0,24
B.1.251,1.0,1.0,1.0,20
B.1.252,0.8283999999999999,0.9000999999999999,0.8423999999999999,32
B.1.254,0.8333,0.9,0.85,12
B.1.256,1.0,1.0,1.0,26
B.1.258,0.9799999999999999,0.9794,0.9796000000000001,2635
B.1.258.10,0.975,1.0,0.9856999999999999,29
B.1.258.11,0.9865999999999999,0.9863,0.9864999999999998,439
B.1.258.12,0.95,0.9417,0.9324,36
B.1.258.14,0.8766,0.9,0.8831999999999999,50
B.1.258.15,1.0,1.0,1.0,11
B.1.258.16,1.0,1.0,1.0,128
B.1.258.17,0.9917,0.9742000000000001,0.9826,231
B.1.258.19,1.0,1.0,1.0,29
B.1.258.2,0.9653,0.9856999999999999,0.9731,70
B.1.258.20,0.9667,1.0,0.9800000000000001,19
B.1.258.21,0.9047000000000001,0.9400000000000001,0.9151,51
B.1.258.22,0.9856999999999999,0.9690000000000001,0.9754999999999999,62
B.1.258.23,1.0,1.0,1.0,14
B.1.258.24,1.0,0.95,0.9667,17
B.1.258.3,0.9904999999999999,1.0,0.9949999999999999,184
B.1.258.4,1.0,0.9778,0.9882,84
B.1.258.5,1.0,1.0,1.0,40
B.1.258.6,1.0,1.0,1.0,21
B.1.258.7,1.0,0.9818,0.9904,111
B.1.258.9,1.0,1.0,1.0,42
B.1.260,0.6668999999999998,0.7167,0.6273,60
B.1.263,0.52075,0.75,0.583375,8
B.1.264,0.8567,0.95,0.8704999999999998,16
B.1.264.1,1.0,0.95,0.9667,14
B.1.265,0.9712,0.9754999999999999,0.9728,163
B.1.267,0.95,0.95,0.95,14
B.1.268,0.75,1.0,0.8334999999999999,8
B.1.270,0.65,0.7,0.6667,12
B.1.273,0.8333333333333334,0.8888888888888888,0.8518888888888889,9
B.1.274,1.0,1.0,1.0,27
B.1.276,0.8,0.8,0.8,12
B.1.277,1.0,1.0,1.0,14
B.1.279,0.9823000000000001,0.9815000000000002,0.9815999999999999,436
B.1.280,0.8,0.33330000000000004,0.4481,39
B.1.281,0.9017,0.9334,0.9007000000000002,26
B.1.282,1.0,0.95,0.9667,18
B.1.284,0.6,0.4333,0.4901,21
B.1.285,0.42857142857142855,0.42857142857142855,0.42857142857142855,5
B.1.287,0.8125,0.875,0.833375,8
B.1.289,0.9123000000000001,0.9763999999999999,0.9417,83
B.1.291,1.0,0.85,0.9014,32
B.1.292,0.8333333333333334,0.8333333333333334,0.8333333333333334,6
B.1.293,0.9167,0.9334,0.9180999999999999,29
B.1.294,1.0,1.0,1.0,13
B.1.298,0.9596,0.9528000000000001,0.9514000000000001,87
B.1.3,0.9856999999999999,0.95,0.9654999999999999,120
B.1.301,0.9547000000000001,0.9400000000000001,0.9408999999999998,50
B.1.302,0.5416000000000001,0.8,0.6067,10
B.1.304,1.0,1.0,1.0,16
B.1.305,1.0,0.9589000000000001,0.9779,72
B.1.306,0.95,0.9232999999999999,0.9302000000000001,52
B.1.308,0.8834,0.95,0.8934000000000001,16
B.1.309,0.9,0.9,0.9,14
B.1.310,0.75,0.75,0.75,8
B.1.311,0.9732999999999998,0.9753999999999999,0.9742,444
B.1.313,0.9667,0.9571000000000002,0.9596,70
B.1.314,1.0,1.0,1.0,32
B.1.315,0.8533000000000002,0.95,0.8785999999999999,17
B.1.318,1.0,1.0,1.0,12
B.1.319,0.8141,0.9606999999999999,0.8705999999999999,78
B.1.320,0.959,0.9916,0.9742000000000001,242
B.1.321,1.0,1.0,1.0,11
B.1.323,0.7333000000000001,0.85,0.7501,12
B.1.324,0.9626000000000001,0.9449,0.9516,126
B.1.325,0.9800000000000001,0.9334,0.9489000000000001,35
B.1.326,0.9334,0.8833,0.8766999999999999,21
B.1.329,1.0,0.9856999999999999,0.9923,67
B.1.330,0.8,0.8,0.8,9
B.1.332,0.8983000000000001,0.975,0.9317,80
B.1.333,0.8542,0.8642,0.8396999999999999,72
B.1.334,1.0,0.8833,0.9167,21
B.1.335,0.9133999999999999,0.8583999999999999,0.8623000000000001,34
B.1.336,0.9308,0.9341000000000002,0.9309,135
B.1.337,1.0,0.95,0.9714,42
B.1.338,0.9667,0.95,0.9467000000000001,20
B.1.340,0.9056000000000001,0.89,0.8734,56
B.1.341,0.9333,0.9,0.8834,19
B.1.342,1.0,1.0,1.0,8
B.1.343,0.6834,0.85,0.7268,17
B.1.344,0.8333999999999999,0.85,0.8267,19
B.1.346,0.9888999999999999,0.975,0.9798,77
B.1.348,0.9333,0.85,0.8734,19
B.1.349,0.9763,0.9731,0.9738,261
B.1.35,0.975,0.8751,0.9149999999999998,34
B.1.350,0.8289000000000002,0.9349999999999999,0.8658000000000001,49
B.1.350.1,1.0,1.0,1.0,7
B.1.351,0.9883999999999998,0.9893000000000001,0.9888,851
B.1.351.1,0.8571428571428571,0.8571428571428571,0.8571428571428571,7
B.1.351.2,0.9856999999999999,0.9667,0.9736999999999998,118
B.1.351.3,1.0,0.9856999999999999,0.9923,65
B.1.351.5,0.9888,0.992,0.9902,250
B.1.355,0.9,0.85,0.8667,16
B.1.356,0.9554,0.9875999999999999,0.9702,161
B.1.357,0.9667,1.0,0.9800000000000001,23
B.1.358,1.0,1.0,1.0,6
B.1.359,0.9667,1.0,0.9800000000000001,13
B.1.36,0.9287000000000003,0.9155999999999999,0.9215,972
B.1.36.1,0.9823000000000001,0.9681000000000001,0.9741,158
B.1.36.10,0.7694000000000001,0.9125,0.8219999999999998,74
B.1.36.12,0.93,0.95,0.9353,39
B.1.36.16,0.9795999999999999,0.9787000000000001,0.9786000000000001,138
B.1.36.17,0.9853999999999999,0.9879999999999999,0.9864,661
B.1.36.18,0.9861000000000001,0.9946999999999999,0.9901,198
B.1.36.19,0.9167,0.9,0.8966999999999998,19
B.1.36.2,0.9,0.9167,0.8771000000000001,34
B.1.36.20,1.0,0.85,0.9000999999999999,17
B.1.36.21,0.9633,0.9800000000000001,0.9686999999999999,45
B.1.36.22,0.9656,0.9702,0.9672000000000001,165
B.1.36.23,1.0,1.0,1.0,12
B.1.36.24,1.0,0.96,0.975,50
B.1.36.25,0.9625,0.9856999999999999,0.9722,68
B.1.36.26,1.0,0.96,0.9778,47
B.1.36.27,0.7666999999999999,0.9,0.8134,12
B.1.36.28,1.0,0.9875,0.9933,72
B.1.36.29,0.9673999999999999,0.9705,0.9681999999999998,233
B.1.36.31,0.99,0.9778,0.9822,93
B.1.36.33,0.95,0.8,0.8467,24
B.1.36.34,1.0,0.95,0.9667,16
B.1.36.35,0.96,0.95,0.9501,79
B.1.36.36,0.9652000000000001,0.9846,0.9741,133
B.1.36.37,1.0,1.0,1.0,23
B.1.36.38,0.9833000000000001,0.95,0.9655999999999999,118
B.1.36.39,0.9856999999999999,0.8845000000000001,0.9292,93
B.1.36.7,0.975,0.95,0.9524000000000001,26
B.1.36.8,0.9267999999999998,0.9444000000000001,0.9340000000000002,285
B.1.36.9,0.9778,0.9625,0.9673999999999999,78
B.1.360,0.8667,0.8,0.8134,20
B.1.361,0.9835,0.9911999999999999,0.9870999999999999,224
B.1.362,0.9513,0.8800000000000001,0.906,123
B.1.362.2,0.9800000000000001,0.975,0.9755,81
B.1.363,0.7,0.7,0.7,10
B.1.366,1.0,0.916,0.9506,71
B.1.367,0.9479999999999998,0.9555,0.9507999999999999,269
B.1.369,0.9376000000000001,0.9494999999999999,0.9426,810
B.1.37,0.9667,0.9,0.9134,18
B.1.370,0.975,0.9334,0.9456999999999999,32
B.1.371,0.9219000000000002,0.9463999999999999,0.9325000000000001,188
B.1.372,0.9667,1.0,0.9800000000000001,24
B.1.375,0.9776,0.9844999999999999,0.9806999999999999,257
B.1.377,0.9800000000000001,0.9,0.9146000000000001,40
B.1.378,0.4617,0.75,0.5167,14
B.1.379,0.6666666666666666,0.6666666666666666,0.6666666666666666,9
B.1.380,1.0,0.9339000000000001,0.9635999999999999,73
B.1.381,1.0,0.975,0.9856999999999999,46
B.1.382,0.79,0.8,0.7438999999999999,19
B.1.383,0.9334,0.8667,0.8734,23
B.1.384,1.0,0.9714,0.9833000000000001,74
B.1.385,0.9417,0.9667,0.9457000000000001,22
B.1.387,1.0,1.0,1.0,8
B.1.388,1.0,1.0,1.0,8
B.1.389,0.9534,0.9721,0.9618,322
B.1.39,0.9574999999999999,0.9375,0.9442999999999999,81
B.1.390,0.9550000000000001,1.0,0.9746,36
B.1.391,0.9957,0.9809000000000001,0.9879999999999999,212
B.1.393,0.4333,0.45,0.41669999999999996,11
B.1.395,0.7266999999999999,0.8667,0.7727999999999999,28
B.1.396,0.9174000000000001,0.9303999999999999,0.9195,287
B.1.397,0.8553999999999998,0.8649999999999999,0.8539,47
B.1.398,0.9422,0.9536000000000001,0.9461,108
B.1.399,0.9338999999999998,0.9167000000000002,0.9230999999999998,96
B.1.40,0.95,0.95,0.9334,17
B.1.400,0.9877999999999998,0.9781999999999998,0.9827,320
B.1.400.1,0.9,0.95,0.8967,20
B.1.401,0.7750999999999999,0.7834,0.76,25
B.1.402,1.0,0.95,0.9667,36
B.1.403,0.875,0.8667,0.8657,27
B.1.404,0.9468000000000002,0.9578000000000001,0.9490999999999999,98
B.1.405,0.7834,0.85,0.7917,20
B.1.406,0.9514000000000001,0.9550000000000001,0.9468,47
B.1.407,1.0,1.0,1.0,10
B.1.408,0.9708,0.9260999999999999,0.9445,68
B.1.409,0.9957,0.9774999999999998,0.9863,222
B.1.411,0.8888999999999999,0.8404,0.8559999999999999,69
B.1.413,0.9291,0.9400000000000001,0.9254,50
B.1.415,0.9349999999999999,0.95,0.9273999999999999,23
B.1.415.1,1.0,1.0,1.0,32
B.1.416,0.9175999999999999,0.9564,0.9345000000000001,184
B.1.416.1,0.9553,0.9800000000000001,0.9653,150
B.1.417,0.6667,0.65,0.6467,12
B.1.418,1.0,1.0,1.0,9
B.1.420,1.0,0.95,0.9667,23
B.1.421,0.9334,0.8,0.8268000000000001,19
B.1.422,0.9697000000000001,1.0,0.984,113
B.1.423,0.975,1.0,0.9856999999999999,29
B.1.424,0.9632999999999999,0.975,0.9655000000000001,43
B.1.425,0.9651,0.9636000000000001,0.9632,109
B.1.426,0.9964000000000001,0.9888999999999999,0.9924999999999999,270
B.1.427,0.9888,0.9773,0.9827,532
B.1.428,0.8473999999999998,0.9635999999999999,0.8962,108
B.1.429,0.991,0.9933000000000002,0.9921,1529
B.1.429.1,1.0,1.0,1.0,13
B.1.432,0.9333,0.9667,0.93,23
B.1.433,0.9071,0.9467000000000001,0.9192,55
B.1.434,0.7633,0.85,0.7569,15
